OBJECTID,Join_Count,TARGET_FID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,LOGPL94171,LOGSF1,LOGACS0610,LOGSF1C,area_km,area_mi,POLY_AREA,geoid_2010,OBJECTID,Boston_tracts_for_data_OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,LOGPL94171,LOGSF1,LOGACS0610,LOGSF1C,area_km,area_mi,POLY_AREA,geoid_2010,Boston_tracts_for_data_Shape_Len,Boston_tracts_for_data_Shape_Are,HVI_variables_2011_ExcelToTa_OBJ,GEOID10_1,tract_area,highdev_percent,GEOid,undev_percent,geoid11,hispanic,foreign,english,poverty,black,over65,disability,oldhouse,housing,unwt_housing,unemployed,alone65house,housingdensity,unwt_housingdensity,undev_wt,highdev_wt,hispanic_wt,foreign_wt,english_wt,poverty_wt,black_wt,over65_wt,disability_wt,oldhouse_wt,housingdensity_wt,unemployed_wt,alone65house_wt,factor1,factor2,factor3,factor4,factor5,HVI,factor1_cat,factor2_cat,factor3_cat,factor4_cat,factor5_cat,HVI_cat,OBJECTID,GEOID10,NAMELSAD10,COUNT,AREA,MEAN,GEOid,Shape_Length,Shape_Area
159,5,159,25,025,020101,25025020101,201.01,Census Tract 201.01,G5020,223142,0,+42.3577086,-071.0694112,2401692.52,55.1353,4193,2814,0174966,147956,0003874,0147956,0.223125435,0.086148867,0.223125435,25025020101,159,159,25,025,020101,25025020101,201.01,Census Tract 201.01,G5020,223142,0,+42.3577086,-071.0694112,2401692.52,55.1353,4193,2814,0174966,147956,0003874,0147956,0.223125435,0.086148867,0.223125435,25025020101,2327.830504,223125.4332,1137,25025020101,0.223125435,0.211816064,25025020101,0,25025020101,0.004492139,0.100823559,0.045919641,0.052408286,0.016471175,0.131769404,0.022710257,0.98720166,2891,138,0.024706763,0.097334878,12956.83749,618.4861895,0,0.116498835,0.003773397,0.088724732,0.042705266,0.032493137,0.014165211,0.119910157,0.018622411,0.918097544,11142.88024,0.019271275,0.092468134,-1.202647703,-1.073951651,0.020774943,2.361706929,1.070254554,1.176137073,2,2,4,6,5,19,159,25025010801,Census Tract 108.01,143,128700,37.269374,25025010801,2327.830504,223125.4332
160,7,160,25,025,081001,25025081001,810.01,Census Tract 810.01,G5020,558488,0,+42.3345666,-071.1068303,6011081.99,137.9955,4890,2287,0175176,148166,0003930,0148166,0.55845002,0.215617896,0.55845002,25025081001,160,160,25,025,081001,25025081001,810.01,Census Tract 810.01,G5020,558488,0,+42.3345666,-071.1068303,6011081.99,137.9955,4890,2287,0175176,148166,0003930,0148166,0.55845002,0.215617896,0.55845002,25025081001,5072.04108,558450.0184,1193,25025081001,0.55845002,0.572773763,25025081001,0,25025081001,0.147793505,0.295378851,0.228351374,0.419650291,0.211906744,0.090341382,0.10886761,0.731622445,2299,131,0.033305579,0.144007579,4116.75158,234.5778412,0,0.31502557,0.124146545,0.259933389,0.212366778,0.260183181,0.1822398,0.082210658,0.08927144,0.680408873,3540.406358,0.025978351,0.1368072,0.118540916,0.462375874,0.060994066,0.060319243,-0.649005278,0.053224821,4,4,4,4,3,19,160,25025010300,Census Tract 103,560,504000,37.37771442,25025010300,5072.04108,558450.0184
161,6,161,25,025,010403,25025010403,104.03,Census Tract 104.03,G5020,88556,0,+42.3450750,-071.0880610,953147.47,21.8813,3003,2076,0174929,147919,0003864,0147919,0.088550651,0.034189461,0.088550651,25025010403,161,161,25,025,010403,25025010403,104.03,Census Tract 104.03,G5020,88556,0,+42.3450750,-071.0880610,953147.47,21.8813,3003,2076,0174929,147919,0003864,0147919,0.088550651,0.034189461,0.088550651,25025010403,1288.588548,88550.64793,1127,25025010403,0.088550651,0.552234388,25025010403,0,25025010403,0.133033863,0.334139599,0.257083621,0.429854872,0.099861783,0.142709053,0.06357982,0.918232605,1969,91,0.055632343,0.18172043,22235.86135,1027.660428,0,0.303728913,0.111748445,0.294042847,0.239087768,0.266510021,0.085881133,0.129865238,0.052135453,0.853956323,19122.84076,0.043393227,0.172634409,0.257270879,0.105983844,0.566684365,4.777485483,0.606305538,6.313730109,4,4,4,6,4,22,161,25025010405,Census Tract 104.05,415,373500,38.27752592,25025010405,1288.588548,88550.64793
162,6,162,25,025,000100,25025000100,1,Census Tract 1,G5020,1794942,0,+42.3614845,-071.1385879,19319283.08,443.5097,4254,1707,0174832,147822,0003842,0147822,1.794827333,0.692983936,1.794827333,25025000100,162,162,25,025,000100,25025000100,1,Census Tract 1,G5020,1794942,0,+42.3614845,-071.1385879,19319283.08,443.5097,4254,1707,0174832,147822,0003842,0147822,1.794827333,0.692983936,1.794827333,25025000100,8602.40569,1794827.337,1105,25025000100,1.794827333,0.561757042,25025000100,1.93125E-05,25025000100,0.182069389,0.259134173,0.230273258,0.106539761,0.045747621,0.134172551,0.058028861,0.936931474,1649,114,0.040835124,0.164574616,918.7513302,63.51585909,-1.13944E-05,0.308966373,0.152938287,0.228038072,0.21415413,0.066054652,0.039342954,0.122097022,0.047583666,0.87134627,790.126144,0.031851397,0.156345886,0.114770718,-0.748318286,0.420960849,-0.77225715,0.732091247,-0.252752622,4,3,4,3,4,18,162,25025000803,Census Tract 8.03,1279,1151100,37.41383087,25025000803,8602.40569,1794827.337
163,6,163,25,025,120301,25025120301,1203.01,Census Tract 1203.01,G5020,662925,0,+42.3126415,-071.1019313,7135172.57,163.801,4795,1895,0175448,148438,0003990,0148438,0.66288187,0.255939097,0.66288187,25025120301,163,163,25,025,120301,25025120301,1203.01,Census Tract 1203.01,G5020,662925,0,+42.3126415,-071.1019313,7135172.57,163.801,4795,1895,0175448,148438,0003990,0148438,0.66288187,0.255939097,0.66288187,25025120301,3971.553636,662881.8693,1253,25025120301,0.66288187,0.229289646,25025120301,0.009036765,25025120301,0.313265306,0.256122449,0.30122449,0.127142857,0.245510204,0.07,0.062857143,0.905822785,1975,132,0.045714286,0.055231014,2979.414719,199.1305027,-0.005331691,0.126109306,0.263142857,0.225387755,0.280138776,0.078828571,0.211138776,0.0637,0.051542857,0.84241519,2562.296658,0.035657143,0.052469464,0.611856769,-0.123765107,-0.562009298,-0.235836389,0.522825721,0.213071695,4,3,3,3,4,17,163,25025980300,Census Tract 9803,2318,2086200,29.71649582,25025980300,3971.553636,662881.8693
164,6,164,25,025,071201,25025071201,712.01,Census Tract 712.01,G5020,402228,0,+42.3398063,-071.0670729,4329260.48,99.3861,3131,1399,0175151,148141,0003922,0148141,0.402203058,0.155290848,0.402203058,25025071201,164,164,25,025,071201,25025071201,712.01,Census Tract 712.01,G5020,402228,0,+42.3398063,-071.0670729,4329260.48,99.3861,3131,1399,0175151,148141,0003922,0148141,0.402203058,0.155290848,0.402203058,25025071201,3389.75095,402203.0585,1185,25025071201,0.402203058,0.861138887,25025071201,0,25025071201,0.222931971,0.31715107,0.31715107,0.32705206,0.222293197,0.099968061,0.158096455,0.555635838,1384,107,0.065154903,0.085041762,3441.047926,266.0347746,0,0.473626388,0.187262855,0.279092942,0.294950495,0.202772277,0.191172149,0.090970936,0.129639093,0.516741329,2959.301216,0.050820824,0.080789674,0.590765865,0.51670698,-0.225266358,-0.115546949,-1.832852339,-1.066192801,4,4,3,3,2,16,164,25025071101,Census Tract 711.01,406,365400,38.60709097,25025071101,3389.75095,402203.0585
165,10,165,25,025,091001,25025091001,910.01,Census Tract 910.01,G5020,1186620,449817,+42.3082694,-071.0516795,12771750.15,293.199,2742,1315,0175252,148242,0003948,0148242,1.186539174,0.458123504,1.186539174,25025091001,165,165,25,025,091001,25025091001,910.01,Census Tract 910.01,G5020,1186620,449817,+42.3082694,-071.0516795,12771750.15,293.199,2742,1315,0175252,148242,0003948,0148242,1.186539174,0.458123504,1.186539174,25025091001,9241.942033,1178271.288,1211,25025091001,1.186539174,0.377858009,25025091001,0.065582357,25025091001,0.022895623,0.338383838,0.283501684,0.14983165,0.141077441,0.094949495,0.058922559,0.88038633,1346,108,0.066666667,0.087732919,1134.391539,91.02101502,-0.03869359,0.207821905,0.019232323,0.297777778,0.263656566,0.092895623,0.121326599,0.08640404,0.048316498,0.818759287,975.5767236,0.052,0.083346273,0.073340445,-0.327134088,-0.237443708,-0.716159223,0.351716834,-0.855679741,4,3,3,3,4,17,165,25025981201,Census Tract 9812.01,838,754200,32.57930077,25025981201,9241.942033,1178271.288
166,8,166,25,025,091500,25025091500,915,Census Tract 915,G5020,404166,0,+42.3114941,-071.0643707,4350093.55,99.8644,4370,1653,0175273,148263,0003953,0148263,0.404138544,0.15603814,0.404138544,25025091500,166,166,25,025,091500,25025091500,915,Census Tract 915,G5020,404166,0,+42.3114941,-071.0643707,4350093.55,99.8644,4370,1653,0175273,148263,0003953,0148263,0.404138544,0.15603814,0.404138544,25025091500,2766.137516,404138.544,1216,25025091500,0.404138544,0.243875592,25025091500,0,25025091500,0.143753923,0.444235196,0.385854781,0.235404896,0.455116133,0.073237079,0.093324963,0.896355353,1756,140,0.074492572,0.071201526,4345.044604,346.4158568,0,0.134131576,0.120753296,0.390926972,0.358844947,0.145951036,0.391399874,0.066645742,0.07652647,0.833610478,3736.738359,0.058104206,0.067641449,0.903613319,0.833561836,-0.452261302,0.1196988,0.459139106,1.863751759,4,4,3,4,4,19,166,25025091800,Census Tract 918,479,431100,36.26796361,25025091800,2766.137516,404138.544
167,7,167,25,025,091400,25025091400,914,Census Tract 914,G5020,325020,0,+42.3152689,-071.0698538,3498284.33,80.3096,2741,939,0175270,148260,0003952,0148260,0.325002538,0.12548368,0.325002538,25025091400,167,167,25,025,091400,25025091400,914,Census Tract 914,G5020,325020,0,+42.3152689,-071.0698538,3498284.33,80.3096,2741,939,0175270,148260,0003952,0148260,0.325002538,0.12548368,0.325002538,25025091400,2536.92725,325002.5383,1215,25025091400,0.325002538,0.16883168,25025091400,0,25025091400,0.295714892,0.299109037,0.357233772,0.324140857,0.472210437,0.085702164,0.107764107,0.618367347,980,97,0.077216801,0.066666667,3015.361065,298.4592075,0,0.092857424,0.248400509,0.263215952,0.332227408,0.200967331,0.406100976,0.077988969,0.088366568,0.575081633,2593.210516,0.060229105,0.063333333,0.827187085,1.105297049,-0.40964617,-0.226486489,-1.410862769,-0.114511294,4,5,3,3,2,17,167,25025091800,Census Tract 918,479,431100,36.26796361,25025091800,2536.92725,325002.5383
168,7,168,25,025,091300,25025091300,913,Census Tract 913,G5020,262560,0,+42.3199357,-071.0668701,2825980.81,64.8756,2499,868,0175267,148257,0003951,0148257,0.262543264,0.101368115,0.262543264,25025091300,168,168,25,025,091300,25025091300,913,Census Tract 913,G5020,262560,0,+42.3199357,-071.0668701,2825980.81,64.8756,2499,868,0175267,148257,0003951,0148257,0.262543264,0.101368115,0.262543264,25025091300,2479.341152,262543.2641,1214,25025091300,0.262543264,0.383735771,25025091300,0,25025091300,0.211881188,0.406336634,0.401584158,0.234059406,0.432079208,0.099405941,0.069306931,0.783352338,877,84,0.04990099,0.107856192,3340.401831,319.9472677,0,0.211054674,0.177980198,0.357576238,0.373473267,0.145116832,0.371588119,0.090459406,0.056831683,0.728517674,2872.745575,0.038922772,0.102463382,1.013905848,0.640280172,-0.097076621,-0.141828866,-0.30102265,1.114257882,5,4,3,3,3,18,168,25025091400,Census Tract 914,361,324900,35.95905495,25025091400,2479.341152,262543.2641
169,7,169,25,025,091200,25025091200,912,Census Tract 912,G5020,323612,0,+42.3163259,-071.0622198,3483077.78,79.9605,3234,1239,0175263,148253,0003950,0148253,0.32358981,0.124938224,0.32358981,25025091200,169,169,25,025,091200,25025091200,912,Census Tract 912,G5020,323612,0,+42.3163259,-071.0622198,3483077.78,79.9605,3234,1239,0175263,148253,0003950,0148253,0.32358981,0.124938224,0.32358981,25025091200,2716.349242,323589.8097,1213,25025091200,0.32358981,0.344206427,25025091200,0,25025091200,0.190414508,0.211787565,0.168393782,0.255505181,0.290479275,0.067033679,0.076101036,0.846586345,1245,91,0.087111399,0.042628774,3847.463556,281.2202278,0,0.189313535,0.159948187,0.186373057,0.156606218,0.158413212,0.249812176,0.061000648,0.06240285,0.787325301,3308.818658,0.067946891,0.040497336,-0.149336285,0.400361609,-0.650881678,-0.009825861,0.124347188,-0.285335026,3,4,3,3,4,17,169,25025091001,Census Tract 910.01,1314,1182600,35.73796336,25025091001,2716.349242,323589.8097
170,5,170,25,025,091100,25025091100,911,Census Tract 911,G5020,423899,0,+42.3156410,-071.0555949,4562470.46,104.7399,4861,1966,0175257,148247,0003949,0148247,0.423869064,0.163656106,0.423869064,25025091100,170,170,25,025,091100,25025091100,911,Census Tract 911,G5020,423899,0,+42.3156410,-071.0555949,4562470.46,104.7399,4861,1966,0175257,148247,0003949,0148247,0.423869064,0.163656106,0.423869064,25025091100,2802.394543,423869.0639,1212,25025091100,0.423869064,0.403640652,25025091100,0,25025091100,0.057508563,0.350459708,0.285559762,0.205696773,0.076257436,0.081846043,0.025959978,0.939632546,1905,142,0.027943032,0.049586777,4494.312423,335.009115,0,0.222002359,0.048307193,0.308404543,0.265570579,0.127531999,0.065581395,0.074479899,0.021287182,0.873858268,3865.108684,0.021795565,0.047107438,0.192544602,-0.581529742,-0.529190571,0.158586119,0.750261133,-0.00932846,4,3,3,4,4,18,170,25025091001,Census Tract 910.01,1314,1182600,35.73796336,25025091001,2802.394543,423869.0639
171,9,171,25,025,090700,25025090700,907,Census Tract 907,G5020,1072571,0,+42.3241310,-071.0600285,11544136.43,265.0169,4275,1990,0175244,148234,0003946,0148234,1.072489672,0.414088921,1.072489672,25025090700,171,171,25,025,090700,25025090700,907,Census Tract 907,G5020,1072571,0,+42.3241310,-071.0600285,11544136.43,265.0169,4275,1990,0175244,148234,0003946,0148234,1.072489672,0.414088921,1.072489672,25025090700,4247.580954,1072489.674,1209,25025090700,1.072489672,0.69267646,25025090700,0,25025090700,0.142735769,0.372557349,0.339847069,0.269328802,0.096856415,0.075615973,0.060747664,0.913346614,2008,150,0.057349193,0.061443067,1872.279103,139.8614867,0,0.380972053,0.119898046,0.327850467,0.316057774,0.166983857,0.083296517,0.068810535,0.049813084,0.849412351,1610.160028,0.04473237,0.058370913,0.597926869,-0.22878516,-0.495304284,-0.523991791,0.573437883,-0.076716484,4,3,3,3,4,17,171,25025061101,Census Tract 611.01,184,165600,34.94506192,25025061101,4247.580954,1072489.674
172,6,172,25,025,090600,25025090600,906,Census Tract 906,G5020,301664,0,+42.3229604,-071.0722753,3246866.13,74.5378,2348,793,0175241,148231,0003945,0148231,0.30164493,0.116465293,0.30164493,25025090600,172,172,25,025,090600,25025090600,906,Census Tract 906,G5020,301664,0,+42.3229604,-071.0722753,3246866.13,74.5378,2348,793,0175241,148231,0003945,0148231,0.30164493,0.116465293,0.30164493,25025090600,2729.207151,301644.9298,1208,25025090600,0.30164493,0.462954347,25025090600,0,25025090600,0.142230882,0.361909401,0.349245007,0.220652703,0.7116415,0.086702387,0.106673161,0.812113721,809,78,0.090112031,0.066052227,2681.961208,258.5821684,0,0.254624891,0.119473941,0.318480273,0.324797857,0.136804676,0.61201169,0.078899172,0.087471992,0.75526576,2306.486639,0.070287384,0.062749616,0.594907162,1.595340872,-0.407668486,-0.313235584,-0.107547251,1.361796713,4,5,3,3,3,18,172,25025091300,Census Tract 913,290,261000,37.96524493,25025091300,2729.207151,301644.9298
173,7,173,25,025,090400,25025090400,904,Census Tract 904,G5020,425135,0,+42.3171635,-071.0747098,4575787.71,105.0456,3659,1294,0175236,148226,0003944,0148226,0.425106287,0.164133799,0.425106287,25025090400,173,173,25,025,090400,25025090400,904,Census Tract 904,G5020,425135,0,+42.3171635,-071.0747098,4575787.71,105.0456,3659,1294,0175236,148226,0003944,0148226,0.425106287,0.164133799,0.425106287,25025090400,3095.658156,425106.2872,1207,25025090400,0.425106287,0.217598394,25025090400,0,25025090400,0.319137013,0.267581956,0.328663491,0.309050154,0.675539367,0.093863827,0.101148781,0.771317829,1290,83,0.09498459,0.061007958,3034.535218,195.2452892,0,0.119679117,0.268075091,0.235472121,0.305657047,0.191611096,0.580963855,0.085416083,0.082942001,0.717325581,2609.700288,0.07408798,0.05795756,0.72796514,1.670121733,-0.397220192,-0.221486527,-0.381977771,1.397402383,4,5,3,3,3,18,173,25025091400,Census Tract 914,361,324900,35.95905495,25025091400,3095.658156,425106.2872
174,8,174,25,025,090300,25025090300,903,Census Tract 903,G5020,380394,0,+42.3109366,-071.0765050,4094225.77,93.9905,3179,1268,0175232,148222,0003943,0148222,0.380367535,0.146860139,0.380367535,25025090300,174,174,25,025,090300,25025090300,903,Census Tract 903,G5020,380394,0,+42.3109366,-071.0765050,4094225.77,93.9905,3179,1268,0175232,148222,0003943,0148222,0.380367535,0.146860139,0.380367535,25025090300,2769.667554,380367.535,1206,25025090300,0.380367535,0.323270139,25025090300,0,25025090300,0.339964371,0.272565321,0.309679335,0.370249406,0.585510689,0.07304038,0.09412114,0.795245399,1304,77,0.162410926,0.02285192,3428.26314,202.4357836,0,0.177798577,0.285570071,0.239857482,0.288001781,0.229554632,0.503539192,0.066466746,0.077179335,0.739578221,2948.3063,0.126680523,0.021709324,0.740067478,1.693984749,-0.73157907,-0.118964923,-0.22101903,1.362489203,4,5,3,3,3,18,174,25025091800,Census Tract 918,479,431100,36.26796361,25025091800,2769.667554,380367.535
175,7,175,25,025,090200,25025090200,902,Census Tract 902,G5020,273671,0,+42.3071378,-071.0790559,2945580.09,67.6212,2233,830,0175228,148218,0003942,0148218,0.27365444,0.105658147,0.27365444,25025090200,175,175,25,025,090200,25025090200,902,Census Tract 902,G5020,273671,0,+42.3071378,-071.0790559,2945580.09,67.6212,2233,830,0175228,148218,0003942,0148218,0.27365444,0.105658147,0.27365444,25025090200,2446.829425,273654.44,1205,25025090200,0.27365444,0.492190074,25025090200,0,25025090200,0.361073826,0.365995526,0.399105145,0.354362416,0.55033557,0.08590604,0.101565996,0.61247216,898,75,0.08590604,0.089330025,3281.510799,274.0682738,0,0.270704541,0.303302013,0.322076063,0.371167785,0.219704698,0.473288591,0.078174497,0.083284116,0.569599109,2822.099287,0.067006711,0.084863524,1.264587751,1.389818983,-0.278103375,-0.157142632,-1.450519192,0.768641535,5,5,3,3,2,18,175,25025091900,Census Tract 919,539,485100,35.6359909,25025091900,2446.829425,273654.44
176,10,176,25,025,080100,25025080100,801,Census Tract 801,G5020,1026391,0,+42.3293317,-071.0705291,11047170.59,253.6081,3350,744,0175154,148144,0003923,0148144,1.026319838,0.39626272,1.026319838,25025080100,176,176,25,025,080100,25025080100,801,Census Tract 801,G5020,1026391,0,+42.3293317,-071.0705291,11047170.59,253.6081,3350,744,0175154,148144,0003923,0148144,1.026319838,0.39626272,1.026319838,25025080100,5684.074928,1026319.838,1186,25025080100,1.026319838,0.788809597,25025080100,0,25025080100,0.174187127,0.258128733,0.240875912,0.170869277,0.597876576,0.060716656,0.051758461,0.902040816,735,76,0.02256138,0.082658023,716.1510209,74.05098991,0,0.433845278,0.146317186,0.227153285,0.224014599,0.105938952,0.514173855,0.055252157,0.042441938,0.838897959,615.889878,0.017597877,0.078525122,0.121515198,0.860094991,-0.455350096,-0.824964761,0.497384738,0.198680069,4,4,3,3,4,18,176,25025080401,Census Tract 804.01,487,438300,39.0580952,25025080401,5684.074928,1026319.838
177,5,177,25,025,060301,25025060301,603.01,Census Tract 603.01,G5020,272518,0,+42.3334669,-071.0369483,2933185.1,67.3367,3076,1647,0175072,148062,0003903,0148062,0.272502887,0.105213532,0.272502887,25025060301,177,177,25,025,060301,25025060301,603.01,Census Tract 603.01,G5020,272518,0,+42.3334669,-071.0369483,2933185.1,67.3367,3076,1647,0175072,148062,0003903,0148062,0.272502887,0.105213532,0.272502887,25025060301,2726.029957,272502.8868,1166,25025060301,0.272502887,0.57216402,25025060301,0.000129863,25025060301,0.010967742,0.052903226,0.020967742,0.067096774,0.000645161,0.133225806,0.030322581,0.899878641,1648,135,0.036774194,0.097463284,6047.642355,495.4075958,-7.66194E-05,0.314690211,0.009212903,0.046554839,0.0195,0.0416,0.000554839,0.121235484,0.024864516,0.836887136,5200.972425,0.028683871,0.09259012,-1.374327809,-1.037741269,0.029542027,0.563011551,0.482839965,-1.336675534,2,2,4,4,4,16,177,25025981201,Census Tract 9812.01,838,754200,32.57930077,25025981201,2726.029957,272502.8868
178,3,178,25,025,090901,25025090901,909.01,Census Tract 909.01,G5020,1173062,349466,+42.3170979,-071.0445333,12625816.75,289.8489,3730,1640,0175249,148239,0003947,0148239,1.172981454,0.45288886,1.172981454,25025090901,178,178,25,025,090901,25025090901,909.01,Census Tract 909.01,G5020,1173062,349466,+42.3170979,-071.0445333,12625816.75,289.8489,3730,1640,0175249,148239,0003947,0148239,1.172981454,0.45288886,1.172981454,25025090901,4980.912342,1168641.3,1210,25025090901,1.172981454,0.448600796,25025090901,0.034288483,25025090901,0.277009729,0.49436764,0.389656938,0.513824885,0.212749616,0.04249872,0.071172555,0.267477204,1645,143,0.069636457,0.048070413,1402.409215,121.911561,-0.020230205,0.246730438,0.232688172,0.435043523,0.362380952,0.318571429,0.18296467,0.038673835,0.058361495,0.248753799,1206.071925,0.054316436,0.045666892,1.36073669,0.645977823,-0.754811625,-0.646365533,-3.771271174,-3.165733819,5,4,3,3,1,16,178,25025981201,Census Tract 9812.01,838,754200,32.57930077,25025981201,4980.912342,1168641.3
179,1,179,25,025,980101,25025980101,9801.01,Census Tract 9801.01,G5020,3191250,5488830,+42.3265116,-070.9390337,35693132.84,819.4016,535,0,0175650,148640,0004032,0148640,3.3160138,1.280314965,3.3160138,25025980101,179,179,25,025,980101,25025980101,9801.01,Census Tract 9801.01,G5020,3191250,5488830,+42.3265116,-070.9390337,35693132.84,819.4016,535,0,0175650,148640,0004032,0148640,3.3160138,1.280314965,3.3160138,25025980101,26938.36973,3129453.576,1295,25025980101,3.3160138,0.152863156,25025980101,0.618633115,25025980101,0.134453782,0.06442577,0.148459384,0.829131653,0.344537815,0.086834734,0.411764706,,0,0,0.182072829,,0,0,-0.364993538,0.084074736,0.112941176,0.056694678,0.138067227,0.514061625,0.296302521,0.079019608,0.337647059,,0,0.142016807,,-0.708538379,2.840495072,,-1.0116255,,,3,6,,2,,,179,25025980101,Census Tract 9801.01,3503,3152700,28.8400217,25025980101,26938.36973,3129453.576
180,5,180,25,025,060101,25025060101,601.01,Census Tract 601.01,G5020,295623,0,+42.3347618,-071.0279302,3181825.6,73.0447,3216,1684,0175064,148054,0003901,0148054,0.295602464,0.114132293,0.295602464,25025060101,180,180,25,025,060101,25025060101,601.01,Census Tract 601.01,G5020,295623,0,+42.3347618,-071.0279302,3181825.6,73.0447,3216,1684,0175064,148054,0003901,0148054,0.295602464,0.114132293,0.295602464,25025060101,2516.498361,295602.4644,1164,25025060101,0.295602464,0.659253677,25025060101,0.005369831,25025060101,0.021959923,0.038429865,0.027175405,0.101564645,0.007411474,0.113917101,0.064232775,0.900240385,1664,146,0.053801812,0.101800124,5629.181758,493.9065725,-0.0031682,0.362589522,0.018446335,0.033818282,0.025273127,0.06297008,0.006373868,0.103664562,0.052670876,0.837223558,4841.096312,0.041965413,0.096710118,-1.3678256,-0.816030738,-0.051936842,0.454082146,0.485273386,-1.296437648,2,3,3,4,4,16,180,25025981201,Census Tract 9812.01,838,754200,32.57930077,25025981201,2516.498361,295602.4644
181,2,181,25,025,981502,25025981502,9815.02,Census Tract 9815.02,G5020,1252250,27493,+42.3963670,-071.0043791,13774214.08,316.2124,9,3,0175672,148662,0004041,0148662,1.279671508,0.494081955,1.279671508,25025981502,181,181,25,025,981502,25025981502,9815.02,Census Tract 9815.02,G5020,1252250,27493,+42.3963670,-071.0043791,13774214.08,316.2124,9,3,0175672,148662,0004041,0148662,1.279671508,0.494081955,1.279671508,25025981502,3864.16139,458793.3967,1304,25025981502,1.279671508,0.63571525,25025981502,0.011993798,25025981502,,,,,,,,,0,0,,,0,0,-0.007076341,0.349643388,,,,,,,,,0,,,,,,-1.011436756,,,,,,2,,,181,25025051101,Census Tract 511.01,1274,1146600,35.94810627,25025051101,3864.16139,458793.3967
182,6,182,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969,632511,+42.3495755,-071.0422812,13571977.55,311.5697,2357,1530,0175088,148078,0003906,0148078,1.260883013,0.486827706,1.260883013,25025060600,182,182,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969,632511,+42.3495755,-071.0422812,13571977.55,311.5697,2357,1530,0175088,148078,0003906,0148078,1.260883013,0.486827706,1.260883013,25025060600,9669.48411,1231212.972,1169,25025060600,1.260883013,0.847496241,25025060600,0.02791531,25025060600,0.002844372,0.130841121,0.094676961,0.039821211,0.008533117,0.104022755,0.056887444,0.446648427,1462,106,0.017066233,0.121932515,1159.504875,84.0680689,-0.016470033,0.466122933,0.002389273,0.115140187,0.088049573,0.024689151,0.00733848,0.094660707,0.046647704,0.415383037,997.1741924,0.013311662,0.11583589,-1.001063225,-1.049808684,0.00937659,-0.70953624,-2.566001465,-5.317033024,2,2,4,3,1,12,182,25025060501,Census Tract 605.01,448,403200,39.0236326,25025060501,9669.48411,1231212.972
183,6,183,25,025,060400,25025060400,604,Census Tract 604,G5020,399278,0,+42.3323988,-071.0428981,4297519.18,98.6575,4904,2543,0175076,148066,0003904,0148066,0.399254212,0.154152296,0.399254212,25025060400,183,183,25,025,060400,25025060400,604,Census Tract 604,G5020,399278,0,+42.3323988,-071.0428981,4297519.18,98.6575,4904,2543,0175076,148066,0003904,0148066,0.399254212,0.154152296,0.399254212,25025060400,2875.542952,399254.212,1167,25025060400,0.399254212,0.568292257,25025060400,0.003992823,25025060400,0.026230831,0.043179984,0.033292978,0.087772397,0.020177563,0.150121065,0.031880549,0.907920406,2563,127,0.062348668,0.133110088,6419.468907,318.093075,-0.002355765,0.312560741,0.022033898,0.037998386,0.03096247,0.054418886,0.017352704,0.136610169,0.02614205,0.844365977,5520.74326,0.048631961,0.126454584,-1.329279244,-0.872644847,0.327807796,0.659812375,0.53693624,-0.677367681,2,3,4,4,4,17,183,25025981201,Census Tract 9812.01,838,754200,32.57930077,25025981201,2875.542952,399254.212
184,5,184,25,025,060200,25025060200,602,Census Tract 602,G5020,170386,0,+42.3325583,-071.0326799,1833887.31,42.1003,1916,999,0175069,148059,0003902,0148059,0.170374398,0.06578166,0.170374398,25025060200,184,184,25,025,060200,25025060200,602,Census Tract 602,G5020,170386,0,+42.3325583,-071.0326799,1833887.31,42.1003,1916,999,0175069,148059,0003902,0148059,0.170374398,0.06578166,0.170374398,25025060200,2302.585306,170374.3981,1165,25025060200,0.170374398,0.577285923,25025060200,0.008358711,25025060200,0.010884998,0.05584477,0.022716517,0.132986275,0.005205868,0.082820634,0.028395646,0.944767442,1032,102,0.082347373,0.061833689,6057.248103,598.6814986,-0.004931639,0.317507257,0.009143398,0.049143398,0.021126361,0.082451491,0.004477047,0.075366777,0.02328443,0.878633721,5209.233369,0.064230951,0.058742004,-1.362453653,-0.782052849,-0.453342018,0.565511717,0.784803145,-1.247533659,2,3,3,4,4,16,184,25025981201,Census Tract 9812.01,838,754200,32.57930077,25025981201,2302.585306,170374.3981
